_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,audience,bias,message,audience_gold,bias_gold,bioid,embed,id,label,message_gold,source,text
858943468,1/10/2016 20:13:42,1855459370,1/10/2016 20:08:08,false,cf_internal,1.0,35909625,USA,NY,New York,216.165.95.1,national,neutral,"support
media",,,C000880,"<blockquote class=""twitter-tweet"" width=""450""><p>Enjoyed visiting with the editorial board of @IdahoPressTrib about the important issues facing Congress this fall. http://t.co/Nsg6gLU86m</p> Senator Mike Crapo (@MikeCrapo) <a href='https://twitter.com/MikeCrapo/status/369868463734800384'>2013-08-20 13:08:08</a></blockquote>",369868463734800384,From: Michael Crapo (Senator from Idaho),,twitter,Enjoyed visiting with the editorial board of @IdahoPressTrib about the important issues facing Congress this fall. http://t.co/Nsg6gLU86m
858943470,1/11/2016 00:50:07,1855610873,1/11/2016 00:42:12,false,cf_internal,1.0,35944293,USA,NY,New York,216.165.95.79,constituency,partisan,"support
policy",,,L000174,"<blockquote class=""twitter-tweet"" width=""450""><p>I applaud the Sentencing Commission for voting unanimously to retroactively apply a two-level reduction in drug sentencing guidelines.</p> Sen. Patrick Leahy (@SenatorLeahy) <a href='https://twitter.com/SenatorLeahy/status/490203380686802944'>2014-07-18 14:36:08</a></blockquote>",490203380686802944,From: Patrick Leahy (Senator from Vermont),,twitter,I applaud the Sentencing Commission for voting unanimously to retroactively apply a two-level reduction in drug sentencing guidelines.
858943478,1/11/2016 00:07:15,1855600750,1/10/2016 23:51:43,false,cf_internal,1.0,35941282,USA,NY,New York,216.165.95.79,national,partisan,"constituency
personal",,,S001184,"<blockquote class=""twitter-tweet"" width=""450""><p>Good luck to our South Carolinians running in Boston! Today we are all #BostonStrong.</p> Tim Scott (@SenatorTimScott) <a href='https://twitter.com/SenatorTimScott/status/458229056421781504'>2014-04-21 09:01:35</a></blockquote>",458229056421781504,From: Tim Scott (Senator from South Carolina),,twitter,Good luck to our South Carolinians running in Boston! Today we are all #BostonStrong.
858943486,1/11/2016 14:20:24,1855873630,1/11/2016 14:18:02,false,cf_internal,1.0,35951410,USA,NY,New York,216.165.95.79,national,neutral,mobilization,,,W000815,"<blockquote class=""twitter-tweet"" width=""450""><p>SURVEY: Do you think Obamacare is fair for the average Ohioan? https://t.co/OOupNZGp28</p> Brad Wenstrup (@RepBradWenstrup) <a href='https://twitter.com/RepBradWenstrup/status/404665506319196160'>2013-11-24 12:39:09</a></blockquote>",404665506319196160,From: Brad Wenstrup (Representative from Ohio),,twitter,SURVEY: Do you think Obamacare is fair for the average Ohioan? https://t.co/OOupNZGp28
858943498,1/9/2016 16:26:01,1854751589,1/9/2016 16:18:09,false,cf_internal,1.0,35909411,USA,NY,New York,216.165.95.5,constituency,neutral,constituency,,,H001038,"<blockquote class=""twitter-tweet"" width=""450""><p>Excited to join @BNRiverkeeper, @NYSDEC, and @GLCommission to announce $4.7M for Buffalo River Cleanup #WNYwaterfront http://t.co/MyZGWiN6zW</p> Brian Higgins (@RepBrianHiggins) <a href='https://twitter.com/RepBrianHiggins/status/516670261949923328'>2014-09-29 15:26:04</a></blockquote>",516670261949923328,From: Brian Higgins (Representative from New York),,twitter,"Excited to join @BNRiverkeeper, @NYSDEC, and @GLCommission to announce $4.7M for Buffalo River Cleanup #WNYwaterfront http://t.co/MyZGWiN6zW"
858943500,1/10/2016 22:21:03,1855573920,1/10/2016 21:53:14,false,cf_internal,1.0,35941282,USA,NY,New York,216.165.95.79,national,neutral,media,,,E000291,"<blockquote class=""twitter-tweet"" width=""450""><p>Looking forward to our 21st Century @ECcures roundtable in #NC02 today. Follow the discussion at #Path2Cures. http://t.co/6RI2Q3TDc0</p> Rep. Renee Ellmers (@RepReneeEllmers) <a href='https://twitter.com/RepReneeEllmers/status/520206136587612161'>2014-10-09 09:36:22</a></blockquote>",520206136587612161,From: Renee Ellmers (Representative from North Carolina),,twitter,Looking forward to our 21st Century @ECcures roundtable in #NC02 today. Follow the discussion at #Path2Cures. http://t.co/6RI2Q3TDc0
858943506,1/12/2016 05:25:34,1856735743,1/12/2016 05:22:24,false,cf_internal,1.0,35962124,USA,NY,Brooklyn,74.73.227.51,national,partisan,"policy
media",,,C001063,"<blockquote class=""twitter-tweet"" width=""450""><p>ICYMI: Rep. Cuellar speech on House Floor in support of border supplemental appropriations bill https://t.co/RFw7dmUL2S</p> Rep. Henry Cuellar (@RepCuellar) <a href='https://twitter.com/RepCuellar/status/494901459134459904'>2014-07-31 13:44:37</a></blockquote>",494901459134459904,From: Henry Cuellar (Representative from Texas),,twitter,ICYMI: Rep. Cuellar speech on House Floor in support of border supplemental appropriations bill https://t.co/RFw7dmUL2S
858943511,1/12/2016 05:25:34,1856735748,1/12/2016 05:22:24,false,cf_internal,1.0,35962124,USA,NY,Brooklyn,74.73.227.51,national,neutral,"policy
media",,,S001172,"<blockquote class=""twitter-tweet"" width=""450""><p>VIDEO: Today I asked @USTreasury Secretary Jack Lew about the President’s new #budget &amp; implications for #TaxReform http://t.co/Mzs9pcwNcV</p> Rep. Adrian Smith (@RepAdrianSmith) <a href='https://twitter.com/RepAdrianSmith/status/322397177160806400'>2013-04-11 13:14:11</a></blockquote>",322397177160806400,From: Adrian Smith (Representative from Nebraska),,twitter,VIDEO: Today I asked @USTreasury Secretary Jack Lew about the President’s new #budget &amp; implications for #TaxReform http://t.co/Mzs9pcwNcV
858943512,1/11/2016 03:40:22,1855654893,1/11/2016 03:37:51,false,cf_internal,1.0,35909373,USA,NY,New York,216.165.95.79,national,partisan,policy,,,P000591,"<blockquote class=""twitter-tweet"" width=""450""><p>BREAKING: Our alternative to #Obamacare saves taxpayers $2.34 trillion in its first decade. http://t.co/FF77YNPBsS</p> Tom Price (@RepTomPrice) <a href='https://twitter.com/RepTomPrice/status/408591512931291136'>2013-12-05 08:39:42</a></blockquote>",408591512931291136,From: Tom Price (Representative from Georgia),,twitter,BREAKING: Our alternative to #Obamacare saves taxpayers $2.34 trillion in its first decade. http://t.co/FF77YNPBsS
858943513,1/9/2016 23:42:59,1855039360,1/9/2016 23:38:22,false,cf_internal,1.0,35926774,USA,NY,New York,216.165.95.69,national,neutral,"information
policy",,,T000459,"<blockquote class=""twitter-tweet"" width=""450""><p>Happy to report my bill to reauthorize poison centers just passed the House with a 388-18 bipartisan vote. @AAPCC http://t.co/bRVQakvQe3</p> Rep. Lee Terry (@LEETERRYNE) <a href='https://twitter.com/LEETERRYNE/status/421021929806376960'>2014-01-08 15:53:45</a></blockquote>",421021929806376960,From: Lee Terry (Representative from Nebraska),,twitter,Happy to report my bill to reauthorize poison centers just passed the House with a 388-18 bipartisan vote. @AAPCC http://t.co/bRVQakvQe3
858943514,1/11/2016 14:24:53,1855875227,1/11/2016 14:22:29,false,cf_internal,1.0,35951410,USA,NY,New York,216.165.95.79,national,neutral,media,,,D000618,"<blockquote class=""twitter-tweet"" width=""450""><p>Here's a great photo from @GFTribune from yesterday's ride in the Inaugural Parade with Sen. Baucus &amp; Gov. Bullock: http://t.co/5TnLRab8</p> Steve Daines (@SteveDaines) <a href='https://twitter.com/SteveDaines/status/293848159623454720'>2013-01-22 17:30:35</a></blockquote>",293848159623454720,From: Steve Daines (Representative from Montana),,twitter,Here's a great photo from @GFTribune from yesterday's ride in the Inaugural Parade with Sen. Baucus &amp; Gov. Bullock: http://t.co/5TnLRab8
858943515,1/11/2016 17:17:42,1855949034,1/11/2016 17:14:30,false,cf_internal,1.0,35942814,USA,NY,New York,104.131.75.86,constituency,neutral,personal,,,H001058,"<blockquote class=""twitter-tweet"" width=""450""><p>@KirkCousins8 Great photo with the best view of DC around! Way to go and congrats to you both!</p> Rep. Bill Huizenga (@RepHuizenga) <a href='https://twitter.com/RepHuizenga/status/406546201275023360'>2013-11-29 17:12:22</a></blockquote>",406546201275023360,From: Bill Huizenga (Representative from Michigan),,twitter,@KirkCousins8 Great photo with the best view of DC around! Way to go and congrats to you both!
858943519,1/11/2016 00:31:21,1855605799,1/11/2016 00:17:35,false,cf_internal,1.0,35941282,USA,NY,New York,216.165.95.79,national,neutral,"support
personal",,,H001069,"<blockquote class=""twitter-tweet"" width=""450""><p>@erizz81 Thanks for having me!</p> Sen. Heidi Heitkamp (@SenatorHeitkamp) <a href='https://twitter.com/SenatorHeitkamp/status/425732857063960576'>2014-01-21 15:53:17</a></blockquote>",425732857063960576,From: Heidi Heitkamp (Senator from North Dakota),,twitter,@erizz81 Thanks for having me!
858943527,1/11/2016 03:40:22,1855654898,1/11/2016 03:37:51,false,cf_internal,1.0,35909373,USA,NY,New York,216.165.95.79,national,partisan,information,,,I000056,"<blockquote class=""twitter-tweet"" width=""450""><p>Exec Dir of CA #Obamacare Exchange awarded a $53,000 bonus while Californians' insurance rates are up 22-88% in 2014. http://t.co/RdsU5Qj2jF</p> Darrell Issa (@DarrellIssa) <a href='https://twitter.com/DarrellIssa/status/502869895064080384'>2014-08-22 13:28:20</a></blockquote>",502869895064080384,From: Darrell Issa (Representative from California),,twitter,"Exec Dir of CA #Obamacare Exchange awarded a $53,000 bonus while Californians' insurance rates are up 22-88% in 2014. http://t.co/RdsU5Qj2jF"
858943532,1/9/2016 22:37:12,1855007246,1/9/2016 22:33:31,false,cf_internal,1.0,35926774,USA,NY,New York,216.165.95.69,national,partisan,"information
attack",,,C001076,"<blockquote class=""twitter-tweet"" width=""450""><p>Fire him!! http://t.co/AIlfePaqGM</p> Jason Chaffetz (@jasoninthehouse) <a href='https://twitter.com/jasoninthehouse/status/464408226826817536'>2014-05-08 10:15:24</a></blockquote>",464408226826817536,From: Jason Chaffetz (Representative from Utah),,twitter,Fire him!! http://t.co/AIlfePaqGM
858943534,1/10/2016 23:06:16,1855587818,1/10/2016 22:48:29,false,cf_internal,1.0,35941282,USA,NY,New York,216.165.95.79,national,neutral,information,,,S000033,"<blockquote class=""twitter-tweet"" width=""450""><p>NOW: Sen. Sanders is holding a panel discussion on how many people will die if #Obamacare is defunded. #ACA</p> Bernie Sanders (@SenSanders) <a href='https://twitter.com/SenSanders/status/388297276147650560'>2013-10-10 09:37:39</a></blockquote>",388297276147650560,From: Bernard Sanders (Senator from Vermont),,twitter,NOW: Sen. Sanders is holding a panel discussion on how many people will die if #Obamacare is defunded. #ACA
858943544,1/11/2016 14:35:38,1855878709,1/11/2016 14:33:40,false,cf_internal,1.0,35942551,USA,NY,New York,216.165.95.2,national,neutral,information,,,E000293,"<blockquote class=""twitter-tweet"" width=""450""><p>4 yrs ago, Congress passed Matthew Shepard Hate Crimes Prevention Act. No one should fear violence bc of who they are or who they love #HCPA</p> Elizabeth Esty (@RepEsty) <a href='https://twitter.com/RepEsty/status/394933370443935744'>2013-10-28 17:07:07</a></blockquote>",394933370443935744,From: Elizabeth Esty (Representative from Connecticut),,twitter,"4 yrs ago, Congress passed Matthew Shepard Hate Crimes Prevention Act. No one should fear violence bc of who they are or who they love #HCPA"
858943551,1/9/2016 16:35:26,1854758439,1/9/2016 16:29:29,false,cf_internal,1.0,35909411,USA,NY,New York,216.165.95.5,national,partisan,policy,,,T000465,"<blockquote class=""twitter-tweet"" width=""450""><p>More work to do on issues that support US women/families: equal pay for equal work, affordable child care &amp; more #WomenSucceed #WEmatter</p> Niki Tsongas (@nikiinthehouse) <a href='https://twitter.com/nikiinthehouse/status/504313701093363713'>2014-08-26 13:05:30</a></blockquote>",504313701093363713,From: Niki Tsongas (Representative from Massachusetts),,twitter,"More work to do on issues that support US women/families: equal pay for equal work, affordable child care &amp; more #WomenSucceed #WEmatter"
858943552,1/12/2016 05:19:20,1856725250,1/12/2016 05:15:40,false,cf_internal,1.0,35962124,USA,NY,Brooklyn,74.73.227.51,national,neutral,personal,,,C001061,"<blockquote class=""twitter-tweet"" width=""450""><p>We celebrate Hispanic Heritage Month from 9/15-10/15, but we can celebrate our fellow Hispanic citizens year-round. http://t.co/LyIBBuJ9v7</p> Rep. Emanuel Cleaver (@repcleaver) <a href='https://twitter.com/repcleaver/status/525363451972288512'>2014-10-23 15:09:42</a></blockquote>",525363451972288512,From: Emanuel Cleaver II (Representative from Missouri),,twitter,"We celebrate Hispanic Heritage Month from 9/15-10/15, but we can celebrate our fellow Hispanic citizens year-round. http://t.co/LyIBBuJ9v7"
858943560,1/11/2016 02:10:16,1855632832,1/11/2016 02:05:29,false,cf_internal,1.0,35945313,USA,NY,New York,216.165.95.0,constituency,partisan,media,,,S001170,"<blockquote class=""twitter-tweet"" width=""450""><p>I discussed the framework for elimination of #Syria 's chemical weapons with @AlexWitt on @MSNBC. http://t.co/RzIE8vUTRw</p> Rep. Shea-Porter (@RepSheaPorter) <a href='https://twitter.com/RepSheaPorter/status/378967506909540353'>2013-09-14 15:44:29</a></blockquote>",378967506909540353,From: Carol Shea-Porter (Representative from New Hampshire),,twitter,I discussed the framework for elimination of #Syria 's chemical weapons with @AlexWitt on @MSNBC. http://t.co/RzIE8vUTRw
858943562,1/11/2016 04:05:13,1855660063,1/11/2016 04:01:42,false,cf_internal,1.0,35909373,USA,NY,New York,216.165.95.79,constituency,neutral,personal,,,C001066,"<blockquote class=""twitter-tweet"" width=""450""><p>#Florida &amp; US needs talent, jobs &amp; growth from #Dreamers; working on fix for Jose &amp; others Blumner: http://t.co/1vVaMcevGz via @TB_Times</p> US Rep Kathy Castor (@USRepKCastor) <a href='https://twitter.com/USRepKCastor/status/402135996046651393'>2013-11-17 13:07:47</a></blockquote>",402135996046651393,From: Kathy Castor (Representative from Florida),,twitter,"#Florida &amp; US needs talent, jobs &amp; growth from #Dreamers; working on fix for Jose &amp; others Blumner: http://t.co/1vVaMcevGz via @TB_Times"
858943565,1/10/2016 20:18:55,1855463570,1/10/2016 20:13:44,false,cf_internal,1.0,35909625,USA,NY,New York,216.165.95.1,national,partisan,"support
policy",,,O000168,"<blockquote class=""twitter-tweet"" width=""450""><p>Today, I voted for a bill that will protect the American people while I continue to work to repeal #Obamacare. http://t.co/al6bSuOjpC</p> Pete Olson (@PeteOlson) <a href='https://twitter.com/PeteOlson/status/421764553928478720'>2014-01-10 17:04:40</a></blockquote>",421764553928478720,From: Pete Olson (Representative from Texas),,twitter,"Today, I voted for a bill that will protect the American people while I continue to work to repeal #Obamacare. http://t.co/al6bSuOjpC"
858943571,1/11/2016 14:22:44,1855874421,1/11/2016 14:20:44,false,cf_internal,1.0,35942551,USA,NY,New York,216.165.95.2,national,neutral,personal,,,F000463,"<blockquote class=""twitter-tweet"" width=""450""><p>Flag Day. Honoring our flag and reflecting on our freedoms. http://t.co/sIyQIhNBJi</p> Senator Deb Fischer (@SenatorFischer) <a href='https://twitter.com/SenatorFischer/status/345525457820733440'>2013-06-14 08:57:43</a></blockquote>",345525457820733440,From: Deb Fischer (Senator from Nebraska),,twitter,Flag Day. Honoring our flag and reflecting on our freedoms. http://t.co/sIyQIhNBJi
858943574,1/9/2016 22:41:01,1855009226,1/9/2016 22:37:13,false,cf_internal,1.0,35926774,USA,NY,New York,216.165.95.69,national,partisan,attack,,,D000615,"<blockquote class=""twitter-tweet"" width=""450""><p>.@TacticalJD I'm opposed to restrictions on magazine size. Address mental health, don't punish law abiding citizens #PJNET</p> Rep. Jeff Duncan (@RepJeffDuncan) <a href='https://twitter.com/RepJeffDuncan/status/345009898150580225'>2013-06-12 22:49:04</a></blockquote>",345009898150580225,From: Jeffrey Duncan (Representative from South Carolina),,twitter,".@TacticalJD I'm opposed to restrictions on magazine size. Address mental health, don't punish law abiding citizens #PJNET"
858943577,1/10/2016 20:18:55,1855463568,1/10/2016 20:13:44,false,cf_internal,1.0,35909625,USA,NY,New York,216.165.95.1,constituency,partisan,"information
mobilization",,,P000606,"<blockquote class=""twitter-tweet"" width=""450""><p>arade is starting!!! http://t.co/aGTVSirHEE</p> Rep Robert Pittenger (@RepPittenger) <a href='https://twitter.com/RepPittenger/status/406081095646445568'>2013-11-28 10:24:12</a></blockquote>",406081095646445568,From: Robert Pittenger (Representative from North Carolina),,twitter,arade is starting!!! http://t.co/aGTVSirHEE
858943579,1/10/2016 17:11:51,1855384154,1/10/2016 17:08:54,false,cf_internal,1.0,35908969,USA,NY,Bronx,63.143.238.57,constituency,neutral,"information
constituency
media",,,T000468,"<blockquote class=""twitter-tweet"" width=""450""><p>Heading to the floor to talk #MMJ in #Nevada and Congress' role in marijuana debate w/ @EleanorNorton. Turn to @cspan now to watch!</p> Dina Titus (@repdinatitus) <a href='https://twitter.com/repdinatitus/status/533338723866644480'>2014-11-14 14:20:35</a></blockquote>",533338723866644480,From: Dina Titus (Representative from Nevada),,twitter,Heading to the floor to talk #MMJ in #Nevada and Congress' role in marijuana debate w/ @EleanorNorton. Turn to @cspan now to watch!
858943583,1/11/2016 15:14:10,1855892297,1/11/2016 15:06:40,false,cf_internal,1.0,35909394,USA,NY,New York,216.165.95.1,national,partisan,"information
media
personal",,,B000287,"<blockquote class=""twitter-tweet"" width=""450""><p>As we commemorate Juneteenth, we must also remember that the fight for equality is not over. http://t.co/14iwqpi6YN http://t.co/wL1DbMrTPz</p> Xavier Becerra (@RepBecerra) <a href='https://twitter.com/RepBecerra/status/479737060426002433'>2014-06-19 17:26:42</a></blockquote>",479737060426002433,From: Xavier Becerra (Representative from California),,twitter,"As we commemorate Juneteenth, we must also remember that the fight for equality is not over. http://t.co/14iwqpi6YN http://t.co/wL1DbMrTPz"
858943586,1/10/2016 20:23:42,1855467363,1/10/2016 20:18:56,false,cf_internal,1.0,35909625,USA,NY,New York,216.165.95.1,constituency,neutral,mobilization,,,B001288,"<blockquote class=""twitter-tweet"" width=""450""><p>@grisamshah Give us a call and lets see: 973 639 8700</p> Cory Booker (@CoryBooker) <a href='https://twitter.com/CoryBooker/status/476303585375158272'>2014-06-10 06:03:18</a></blockquote>",476303585375158272,From: Cory Booker (Senator from New Jersey),,twitter,@grisamshah Give us a call and lets see: 973 639 8700
858943601,1/10/2016 23:15:52,1855590320,1/10/2016 23:06:16,false,cf_internal,1.0,35941282,USA,NY,New York,216.165.95.79,national,neutral,"information
mobilization
media",,,P000598,"<blockquote class=""twitter-tweet"" width=""450""><p>RT thank new cosponsors of Employment Non-Discrimination Act @RepLujanGrisham @RepLowenthal @RepAnnieKuster #ENDA</p> Rep. Jared Polis (@RepJaredPolis) <a href='https://twitter.com/RepJaredPolis/status/327459033407692802'>2013-04-25 12:28:12</a></blockquote>",327459033407692802,From: Jared Polis (Representative from Colorado),,twitter,RT thank new cosponsors of Employment Non-Discrimination Act @RepLujanGrisham @RepLowenthal @RepAnnieKuster #ENDA
858943604,1/9/2016 23:42:59,1855039369,1/9/2016 23:38:22,false,cf_internal,1.0,35926774,USA,NY,New York,216.165.95.69,national,neutral,other,,,I000056,"<blockquote class=""twitter-tweet"" width=""450""><p>.@CNN's Candy Crowley on #IRS investigation ""There are legitimate questions"" http://t.co/UVSu37tJxP</p> Darrell Issa (@DarrellIssa) <a href='https://twitter.com/DarrellIssa/status/360785510253346817'>2013-07-26 11:35:43</a></blockquote>",360785510253346817,From: Darrell Issa (Representative from California),,twitter,".@CNN's Candy Crowley on #IRS investigation ""There are legitimate questions"" http://t.co/UVSu37tJxP"
858943605,1/11/2016 14:07:55,1855869081,1/11/2016 14:01:49,false,cf_internal,1.0,35951410,USA,NY,New York,216.165.95.79,national,partisan,support,,,H001058,"<blockquote class=""twitter-tweet"" width=""450""><p>We need a more effective &amp; more efficient fed. gov't. The #SkillsAct takes 35 fed programs, eliminates waste, and streamlines them into 1</p> Rep. Bill Huizenga (@RepHuizenga) <a href='https://twitter.com/RepHuizenga/status/312297897523826689'>2013-03-14 16:23:15</a></blockquote>",312297897523826689,From: Bill Huizenga (Representative from Michigan),,twitter,"We need a more effective &amp; more efficient fed. gov't. The #SkillsAct takes 35 fed programs, eliminates waste, and streamlines them into 1"
858943615,1/11/2016 14:33:39,1855878114,1/11/2016 14:31:37,false,cf_internal,1.0,35942551,USA,NY,New York,216.165.95.2,constituency,neutral,information,,,L000573,"<blockquote class=""twitter-tweet"" width=""450""><p>ICYMI: Here is the @CDAPresscom story about last night's town hall: http://t.co/SDA8OMDBKi  #Idaho</p> Raúl R. Labrador (@Raul_Labrador) <a href='https://twitter.com/Raul_Labrador/status/426383678835417088'>2014-01-23 10:59:25</a></blockquote>",426383678835417088,From: Raul Labrador (Representative from Idaho),,twitter,ICYMI: Here is the @CDAPresscom story about last night's town hall: http://t.co/SDA8OMDBKi  #Idaho
858943616,1/11/2016 13:42:08,1855860598,1/11/2016 13:38:16,false,cf_internal,1.0,35944293,USA,NY,New York,216.165.95.69,constituency,neutral,constituency,,,G000555,"<blockquote class=""twitter-tweet"" width=""450""><p>Thx to the sexual assault survivors who told their story to the @BaltimoreSun--making your voices heard makes such a difference. #passmjia</p> Kirsten Gillibrand (@SenGillibrand) <a href='https://twitter.com/SenGillibrand/status/412339926164717569'>2013-12-15 16:54:33</a></blockquote>",412339926164717569,From: Kirsten Gillibrand (Senator from New York),,twitter,Thx to the sexual assault survivors who told their story to the @BaltimoreSun--making your voices heard makes such a difference. #passmjia
